76,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.97,1.05,limit,10,0.05,QQQ,2005-01-01,2016-01-01
77,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.97,1.06,limit,10,0.05,QQQ,2005-01-01,2016-01-01
78,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.97,1.07,limit,10,0.05,QQQ,2005-01-01,2016-01-01
79,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.97,1.08,limit,10,0.05,QQQ,2005-01-01,2016-01-01
80,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.97,1.09,limit,10,0.05,QQQ,2005-01-01,2016-01-01
81,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.97,1.10,limit,10,0.05,QQQ,2005-01-01,2016-01-01
82,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.01,limit,10,0.05,QQQ,2005-01-01,2016-01-01
83,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.02,limit,10,0.05,QQQ,2005-01-01,2016-01-01
84,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.03,limit,10,0.05,QQQ,2005-01-01,2016-01-01
85,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.04,limit,10,0.05,QQQ,2005-01-01,2016-01-01
86,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.05,limit,10,0.05,QQQ,2005-01-01,2016-01-01
87,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.06,limit,10,0.05,QQQ,2005-01-01,2016-01-01
88,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.07,limit,10,0.05,QQQ,2005-01-01,2016-01-01
89,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.08,limit,10,0.05,QQQ,2005-01-01,2016-01-01
90,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.09,limit,10,0.05,QQQ,2005-01-01,2016-01-01
91,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.98,1.10,limit,10,0.05,QQQ,2005-01-01,2016-01-01
92,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.01,limit,10,0.05,QQQ,2005-01-01,2016-01-01
93,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.02,limit,10,0.05,QQQ,2005-01-01,2016-01-01
94,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.03,limit,10,0.05,QQQ,2005-01-01,2016-01-01
95,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.04,limit,10,0.05,QQQ,2005-01-01,2016-01-01
96,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.05,limit,10,0.05,QQQ,2005-01-01,2016-01-01
97,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.06,limit,10,0.05,QQQ,2005-01-01,2016-01-01
98,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.07,limit,10,0.05,QQQ,2005-01-01,2016-01-01
99,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.08,limit,10,0.05,QQQ,2005-01-01,2016-01-01
100,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.09,limit,10,0.05,QQQ,2005-01-01,2016-01-01
101,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.99,1.10,limit,10,0.05,QQQ,2005-01-01,2016-01-01
102,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.01,limit,10,0.10,QQQ,2005-01-01,2016-01-01
103,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.02,limit,10,0.10,QQQ,2005-01-01,2016-01-01
104,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.03,limit,10,0.10,QQQ,2005-01-01,2016-01-01
105,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.04,limit,10,0.10,QQQ,2005-01-01,2016-01-01
