1,"limit buy offset down, limit sell offset up","Set a limit buy at current price * buy offset, when that purchase is made, set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.",0.95,1.1,limit,10,0.1,QQQ,1999-05-01,2023-05-01
2,"limit buy offset down, limit sell offset up","Set a limit buy at current price * buy offset, when that purchase is made, set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.",0.97,1.06,limit,10,0.1,QQQ,1999-05-01,2023-05-01
3,"limit buy offset down, limit sell offset up","Set a limit buy at current price * buy offset, when that purchase is made, set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.",0.99,1.02,limit,10,0.1,QQQ,1999-05-01,2023-05-01
4,"limit buy offset down, limit sell offset up","Set a limit buy at current price * buy offset, when that purchase is made, set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.",0.95,1.1,limit,10,0.1,RITM,1999-05-01,2023-05-01
5,"limit buy offset down, limit sell offset up","Set a limit buy at current price * buy offset, when that purchase is made, set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.",0.97,1.06,limit,10,0.1,RITM,1999-05-01,2023-05-01
6,"limit buy offset down, limit sell offset up","Set a limit buy at current price * buy offset, when that purchase is made, set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.",0.99,1.02,limit,10,0.1,RITM,1999-05-01,2023-05-01
7,buy and hold,buy on start date and hold until end date,1,1000,limit,100000,1,QQQ,1999-05-01,2023-05-01
8,buy and hold,buy on start date and hold until end date,1,1000,limit,100000,1,RITM,1999-05-01,2023-05-01
